url,verdict,coverageState,indexingState,pageFetchState,robotsTxtState,lastCrawlTime,googleCanonical,userCanonical,referringUrls
https://risclens.com/ai-compliance/nist-ai-rmf,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,https://risclens.com/ai-compliance
https://risclens.com/intelligence-hub,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/auditor-directory,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-11T20:44:12Z,https://risclens.com/auditor-directory,,"https://risclens.com/ai-governance/ai-policy-development/edtech,https://www.risclens.com/sitemap.xml"
https://risclens.com/soc-2/stack,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-12T13:37:54Z,https://risclens.com/soc-2/stack,https://risclens.com/soc-2/stack,"https://risclens.com/ai-governance/ai-policy-development/edtech,https://risclens.com/soc-2/stack/aws"
https://risclens.com/learn/soc-2-readiness/access-control,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-23T00:03:28Z,https://risclens.com/learn/soc-2-readiness/access-control,https://risclens.com/learn/soc-2-readiness/access-control,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/access-control"
https://risclens.com/learn/soc-2-readiness/user-access-reviews,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-28T21:39:44Z,https://risclens.com/learn/soc-2-readiness/user-access-reviews,https://risclens.com/learn/soc-2-readiness/user-access-reviews,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/user-access-reviews"
https://risclens.com/learn/soc-2-readiness/mfa-and-authentication,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/learn/soc-2-readiness/change-management,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-20T00:38:06Z,https://risclens.com/learn/soc-2-readiness/change-management,https://risclens.com/learn/soc-2-readiness/change-management,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/change-management"
https://risclens.com/learn/soc-2-readiness/secure-sdlc,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-10T16:20:21Z,https://risclens.com/learn/soc-2-readiness/secure-sdlc,https://risclens.com/learn/soc-2-readiness/secure-sdlc,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/secure-sdlc"
https://risclens.com/learn/soc-2-readiness/logging-and-monitoring,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-16T10:16:56Z,https://risclens.com/learn/soc-2-readiness/logging-and-monitoring,https://risclens.com/learn/soc-2-readiness/logging-and-monitoring,https://risclens.com/sitemap.xml
https://risclens.com/learn/soc-2-readiness/incident-response,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-10T12:49:48Z,https://risclens.com/learn/soc-2-readiness/incident-response,https://risclens.com/learn/soc-2-readiness/incident-response,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/incident-response"
https://risclens.com/learn/soc-2-readiness/vulnerability-management,NEUTRAL,Excluded by ‘noindex’ tag,BLOCKED_BY_META_TAG,SUCCESSFUL,ALLOWED,2026-01-07T23:32:56Z,https://risclens.com/learn/soc-2-readiness/vulnerability-management,https://risclens.com/learn/soc-2-readiness/vulnerability-management,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/vulnerability-management"
https://risclens.com/learn/soc-2-readiness/patch-management,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-23T06:57:40Z,https://risclens.com/learn/soc-2-readiness/patch-management,https://risclens.com/learn/soc-2-readiness/patch-management,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/patch-management"
https://risclens.com/learn/soc-2-readiness/vendor-management,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-23T20:00:48Z,https://risclens.com/learn/soc-2-readiness/vendor-management,https://risclens.com/learn/soc-2-readiness/vendor-management,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/vendor-management"
https://risclens.com/learn/soc-2-readiness/asset-inventory,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-10T22:25:58Z,https://risclens.com/learn/soc-2-readiness/asset-inventory,https://risclens.com/learn/soc-2-readiness/asset-inventory,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/asset-inventory"
https://risclens.com/learn/soc-2-readiness/data-encryption,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-23T00:03:34Z,https://risclens.com/learn/soc-2-readiness/data-encryption,https://risclens.com/learn/soc-2-readiness/data-encryption,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/data-encryption"
https://risclens.com/learn/soc-2-readiness/backup-and-recovery,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-23T04:36:27Z,https://risclens.com/learn/soc-2-readiness/backup-and-recovery,https://risclens.com/learn/soc-2-readiness/backup-and-recovery,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/backup-and-recovery"
https://risclens.com/learn/soc-2-readiness/business-continuity,NEUTRAL,Not found (404),INDEXING_STATE_UNSPECIFIED,NOT_FOUND,ALLOWED,2026-01-20T15:48:59Z,,,
https://risclens.com/learn/soc-2-readiness/security-awareness-training,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-23T00:05:21Z,https://risclens.com/learn/soc-2-readiness/security-awareness-training,https://risclens.com/learn/soc-2-readiness/security-awareness-training,https://risclens.com/sitemap.xml
https://risclens.com/learn/soc-2-readiness/risk-assessment,NEUTRAL,Excluded by ‘noindex’ tag,BLOCKED_BY_META_TAG,SUCCESSFUL,ALLOWED,2026-01-05T11:46:35Z,https://risclens.com/learn/soc-2-readiness/risk-assessment,https://risclens.com/learn/soc-2-readiness/risk-assessment,"https://risclens.com/sitemap.xml,https://www.risclens.com/learn/soc-2-readiness/risk-assessment"
https://risclens.com/learn/soc-2-readiness/policies-and-procedures,NEUTRAL,Not found (404),INDEXING_STATE_UNSPECIFIED,NOT_FOUND,ALLOWED,2026-01-21T01:07:13Z,,,
https://risclens.com/learn/soc-2-readiness/audit-logging-evidence,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-22T20:00:52Z,https://risclens.com/learn/soc-2-readiness/audit-logging-evidence,https://risclens.com/learn/soc-2-readiness/audit-logging-evidence,https://risclens.com/sitemap.xml
https://risclens.com/learn/soc-2-readiness/least-privilege,NEUTRAL,Excluded by ‘noindex’ tag,BLOCKED_BY_META_TAG,SUCCESSFUL,ALLOWED,2026-01-08T15:27:18Z,https://risclens.com/learn/soc-2-readiness/least-privilege,https://risclens.com/learn/soc-2-readiness/least-privilege,https://risclens.com/sitemap.xml
https://risclens.com/learn/soc-2-readiness/endpoint-security,NEUTRAL,Excluded by ‘noindex’ tag,BLOCKED_BY_META_TAG,SUCCESSFUL,ALLOWED,2026-01-07T08:56:25Z,https://risclens.com/learn/soc-2-readiness/endpoint-security,https://risclens.com/learn/soc-2-readiness/endpoint-security,https://risclens.com/sitemap.xml
https://risclens.com/glossary,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-16T10:44:06Z,https://risclens.com/glossary,,"https://risclens.com/ai-governance/ai-policy-development/edtech,https://www.risclens.com/sitemap.xml"
https://risclens.com/privacy,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-11T20:44:12Z,https://risclens.com/privacy,,"https://risclens.com/ai-governance/ai-policy-development/edtech,https://risclens.com/learn,https://risclens.com/sitemap.xml"
https://risclens.com/terms,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-16T03:50:23Z,https://risclens.com/terms,,"https://risclens.com/ai-governance/ai-policy-development/edtech,https://risclens.com/sitemap.xml"
https://risclens.com/soc-2/cost/fintech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:04:51Z,https://risclens.com/soc-2/cost/fintech,https://risclens.com/soc-2/cost/fintech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/healthcare,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:20:02Z,https://risclens.com/soc-2/cost/healthcare,https://risclens.com/soc-2/cost/healthcare,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/saas,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:54:45Z,https://risclens.com/soc-2/cost/saas,https://risclens.com/soc-2/cost/saas,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/ai-ml,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T11:14:38Z,https://risclens.com/soc-2/cost/ai-ml,https://risclens.com/soc-2/cost/ai-ml,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/edtech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:51:45Z,https://risclens.com/soc-2/cost/edtech,https://risclens.com/soc-2/cost/edtech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/ecommerce,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:53:15Z,https://risclens.com/soc-2/cost/ecommerce,https://risclens.com/soc-2/cost/ecommerce,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/healthtech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:25:48Z,https://risclens.com/soc-2/cost/healthtech,https://risclens.com/soc-2/cost/healthtech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/proptech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T10:08:46Z,https://risclens.com/soc-2/cost/proptech,https://risclens.com/soc-2/cost/proptech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/gaming,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:52:06Z,https://risclens.com/soc-2/cost/gaming,https://risclens.com/soc-2/cost/gaming,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/legaltech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:08:51Z,https://risclens.com/soc-2/cost/legaltech,https://risclens.com/soc-2/cost/legaltech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/govtech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:09:25Z,https://risclens.com/soc-2/cost/govtech,https://risclens.com/soc-2/cost/govtech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/hr-tech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:16:18Z,https://risclens.com/soc-2/cost/hr-tech,https://risclens.com/soc-2/cost/hr-tech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/insurance,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:29:14Z,https://risclens.com/soc-2/cost/insurance,https://risclens.com/soc-2/cost/insurance,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/manufacturing,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:53:27Z,https://risclens.com/soc-2/cost/manufacturing,https://risclens.com/soc-2/cost/manufacturing,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/marketing-ai,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:21:38Z,https://risclens.com/soc-2/cost/marketing-ai,https://risclens.com/soc-2/cost/marketing-ai,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/cost/cybersecurity,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-20T00:37:45Z,https://risclens.com/soc-2/cost/cybersecurity,https://risclens.com/soc-2/cost/cybersecurity,
https://risclens.com/soc-2/cost/crypto-web3,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/soc-2/cost/martech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:00:00Z,https://risclens.com/soc-2/cost/martech,https://risclens.com/soc-2/cost/martech,
https://risclens.com/soc-2/cost/logistics,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:17:01Z,https://risclens.com/soc-2/cost/logistics,https://risclens.com/soc-2/cost/logistics,
https://risclens.com/soc-2/cost/defense-tech,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/soc-2/cost/biotech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:50:43Z,https://risclens.com/soc-2/cost/biotech,https://risclens.com/soc-2/cost/biotech,
https://risclens.com/soc-2/cost/insurtech,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/soc-2/cost/digital-health,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/soc-2/cost/devtools,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/soc-2/timeline/fintech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T23:22:59Z,https://risclens.com/soc-2/timeline/fintech,https://risclens.com/soc-2/timeline/fintech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/healthcare,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:29:29Z,https://risclens.com/soc-2/timeline/healthcare,https://risclens.com/soc-2/timeline/healthcare,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/saas,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:09:38Z,https://risclens.com/soc-2/timeline/saas,https://risclens.com/soc-2/timeline/saas,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/ai-ml,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:03:07Z,https://risclens.com/soc-2/timeline/ai-ml,https://risclens.com/soc-2/timeline/ai-ml,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/edtech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T12:17:23Z,https://risclens.com/soc-2/timeline/edtech,https://risclens.com/soc-2/timeline/edtech,
https://risclens.com/soc-2/timeline/ecommerce,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T10:22:22Z,https://risclens.com/soc-2/timeline/ecommerce,https://risclens.com/soc-2/timeline/ecommerce,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/healthtech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T17:46:10Z,https://risclens.com/soc-2/timeline/healthtech,https://risclens.com/soc-2/timeline/healthtech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/proptech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:51:36Z,https://risclens.com/soc-2/timeline/proptech,https://risclens.com/soc-2/timeline/proptech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/gaming,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T10:20:35Z,https://risclens.com/soc-2/timeline/gaming,https://risclens.com/soc-2/timeline/gaming,
https://risclens.com/soc-2/timeline/legaltech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:17:45Z,https://risclens.com/soc-2/timeline/legaltech,https://risclens.com/soc-2/timeline/legaltech,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/govtech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:22:21Z,https://risclens.com/soc-2/timeline/govtech,https://risclens.com/soc-2/timeline/govtech,
https://risclens.com/soc-2/timeline/hr-tech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:29:20Z,https://risclens.com/soc-2/timeline/hr-tech,https://risclens.com/soc-2/timeline/hr-tech,https://risclens.com/soc-2/for/founder/hr-tech
https://risclens.com/soc-2/timeline/insurance,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:05:04Z,https://risclens.com/soc-2/timeline/insurance,https://risclens.com/soc-2/timeline/insurance,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/manufacturing,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T13:50:46Z,https://risclens.com/soc-2/timeline/manufacturing,https://risclens.com/soc-2/timeline/manufacturing,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/marketing-ai,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:03:19Z,https://risclens.com/soc-2/timeline/marketing-ai,https://risclens.com/soc-2/timeline/marketing-ai,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/cybersecurity,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:00:29Z,https://risclens.com/soc-2/timeline/cybersecurity,https://risclens.com/soc-2/timeline/cybersecurity,https://risclens.com/sitemap.xml
https://risclens.com/soc-2/timeline/crypto-web3,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,,,
https://risclens.com/soc-2/timeline/martech,PASS,Submitted and indexed,INDEXING_ALLOWED,SUCCESSFUL,ALLOWED,2026-01-13T14:27:42Z,https://risclens.com/soc-2/timeline/martech,https://risclens.com/soc-2/timeline/martech,
